6,9,91
12,14,93
6,9,43
5,14,76
10,12,96
5,11,99
3,9,37
11,14,42
4,9,83
5,14,33
7,10,35
6,13,64
2,9,90
1,9,100
2,14,30
9,12,68
5,10,91
4,11,94
4,8,90
8,9,92
6,11,82
6,11,38
2,4,66
4,8,41
4,14,89
3,13,95
4,12,42
3,10,92
8,9,57
3,13,57
7,9,49
4,12,91
7,11,82
11,12,61
5,7,80
10,12,97
2,9,42
9,13,47
1,9,75
4,11,87
1,3,90
8,12,58
2,6,38
2,5,35
2,6,55
6,14,88
2,9,45
3,6,86
7,14,76
4,14,31
10,12,85
1,7,95
4,8,64
5,12,89
5,11,39
8,13,83
1,13,95
3,6,89
1,2,48
11,13,45
7,14,67
7,13,58
1,14,64
3,10,100
2,3,72
4,14,97
8,12,64
6,9,61
6,14,84
6,10,82
7,11,61
9,12,33
6,9,36
2,6,86
5,12,76
2,4,32
10,12,69
1,9,81
3,9,37
5,12,45
4,12,87
8,12,39
5,8,92
2,10,95
7,9,30
2,3,56
6,11,41
6,9,68
2,10,37
2,6,32
2,5,96
2,3,98
2,8,55
11,13,75
1,3,34
11,14,44
1,4,32
12,13,63
3,6,40
5,7,100
