12,20,37
4,20,51
3,9,56
2,24,63
1,22,45
6,22,52
4,13,46
3,24,31
2,20,31
7,14,85
12,16,31
6,10,94
2,23,43
2,19,73
17,19,67
5,17,80
2,24,55
16,17,83
14,15,65
12,17,84
7,20,55
6,12,95
15,23,93
3,8,69
18,19,66
14,20,42
11,16,73
7,14,81
16,22,92
21,23,63
1,10,83
14,21,42
10,21,31
7,8,39
9,12,91
13,24,86
10,14,43
13,21,42
1,18,77
6,9,58
6,17,96
10,23,63
10,15,58
16,21,43
9,22,53
9,23,61
16,19,39
13,15,99
12,22,61
2,11,87
3,15,88
2,12,46
15,17,75
6,7,48
7,10,38
1,22,58
1,8,34
19,24,37
2,23,67
18,21,45
3,24,31
1,22,100
11,12,82
2,3,99
1,19,97
11,18,63
1,2,100
2,23,90
4,14,51
5,7,97
11,24,38
9,11,38
8,11,30
9,13,51
1,3,56
5,17,38
8,19,80
2,5,97
4,14,52
9,17,86
1,3,77
1,10,37
5,23,81
3,4,92
4,23,30
4,13,37
4,23,56
9,15,94
8,17,100
13,22,42
5,22,42
12,22,37
10,20,73
8,21,59
15,19,48
6,19,44
9,12,43
13,16,92
8,17,74
21,23,74
