12,13,86
2,16,38
7,8,41
8,9,55
8,15,90
15,22,71
11,14,71
14,16,95
8,15,70
19,22,30
1,20,87
8,18,73
4,16,64
7,17,49
11,16,48
3,16,64
9,21,46
5,10,33
16,20,42
2,16,48
2,8,44
19,23,73
2,22,88
2,22,87
2,22,86
2,4,80
7,10,91
10,24,85
14,23,44
13,22,100
11,23,36
7,15,76
11,22,45
19,23,47
7,24,54
4,23,44
13,21,65
3,24,97
3,23,58
7,13,71
9,24,73
9,23,80
2,13,58
2,14,90
4,17,95
12,18,83
6,15,50
14,22,86
18,22,40
6,12,65
1,16,73
9,11,79
12,21,57
5,8,81
7,21,92
3,20,33
18,23,39
7,18,91
8,18,59
3,20,59
2,6,98
1,18,83
14,20,99
13,16,46
3,13,36
16,24,57
11,15,65
10,21,70
22,23,99
1,11,64
6,19,58
7,20,100
9,15,48
1,24,77
10,22,98
1,16,77
8,22,51
11,23,67
7,19,30
9,24,92
3,18,58
10,18,51
6,7,97
2,8,62
5,24,50
4,11,36
4,5,71
10,11,40
8,13,35
6,16,71
3,19,50
15,21,55
15,22,81
4,17,90
9,23,54
13,19,98
19,22,97
17,23,44
6,8,84
2,24,73
