3,9,70
2,8,74
4,13,65
1,4,34
8,14,66
2,14,33
6,13,89
8,11,72
6,14,79
6,11,75
2,11,74
4,12,97
11,12,42
2,11,63
2,9,89
2,14,65
8,9,84
3,9,42
5,14,79
2,6,94
1,9,41
3,7,60
2,11,32
10,12,46
11,12,77
1,4,91
5,14,54
1,5,31
4,7,94
5,7,63
9,10,94
6,8,53
2,13,79
10,12,31
7,14,66
5,11,53
10,11,53
3,12,97
3,9,83
6,8,53
1,9,74
3,13,59
2,7,70
8,12,98
7,10,73
6,13,40
10,13,89
8,13,81
5,9,37
1,3,41
1,10,51
5,6,60
11,13,67
9,10,49
11,12,88
12,13,86
3,12,49
3,8,73
8,10,37
2,9,77
11,14,54
10,14,77
3,12,50
3,10,78
7,8,57
7,10,57
8,11,44
5,14,81
1,10,88
5,10,95
1,5,66
7,13,43
6,12,72
5,14,44
2,10,59
7,9,90
7,10,60
3,10,95
1,4,56
9,10,79
8,9,71
5,6,37
7,9,59
8,10,95
3,9,33
10,13,57
5,12,47
3,5,46
2,14,55
10,11,95
3,12,65
2,3,87
11,13,54
6,11,62
12,14,97
2,7,39
8,14,34
4,13,80
5,13,96
1,6,37
