6,9,85
3,11,79
13,14,30
2,10,89
6,11,95
6,7,84
3,14,33
1,14,56
1,4,80
4,7,81
2,6,45
7,11,49
3,12,77
9,10,63
7,11,74
5,11,46
2,6,42
11,14,88
2,14,84
10,14,96
2,10,37
3,12,42
1,9,37
6,10,64
2,6,43
1,6,93
7,10,37
3,10,33
6,12,69
3,13,84
6,9,52
1,3,42
10,12,54
8,11,44
7,12,66
8,12,94
3,13,74
6,8,37
5,12,57
5,8,33
3,4,65
2,12,60
4,10,100
2,10,87
8,12,64
12,14,93
1,4,39
5,8,57
1,9,95
8,11,95
13,14,80
1,8,73
11,12,54
1,3,96
6,14,38
8,10,81
5,8,75
9,14,89
10,11,58
6,8,83
1,14,89
2,9,52
2,6,69
1,5,99
1,11,69
6,8,53
11,12,73
3,11,55
4,6,83
12,14,59
11,13,64
6,13,79
12,14,99
7,14,53
3,9,89
6,12,82
2,12,97
3,5,32
6,13,55
5,8,77
4,6,49
5,14,46
7,13,80
5,13,74
5,10,71
5,13,76
5,6,33
1,9,54
7,10,62
13,14,47
3,11,80
12,13,90
3,10,49
9,14,81
4,10,39
4,6,89
2,9,39
1,13,71
3,7,55
7,11,87
