17,18,84
6,11,39
11,18,34
3,15,77
1,19,64
10,11,65
11,16,52
4,20,52
9,11,94
5,7,61
14,17,83
5,20,43
11,19,36
10,14,44
20,21,69
3,14,76
9,19,96
2,3,32
8,19,41
15,18,61
1,13,53
5,10,36
11,22,87
15,22,58
7,23,76
22,24,70
6,20,30
4,12,76
7,15,52
2,24,48
2,23,62
4,13,74
12,23,86
9,22,69
20,21,31
13,17,86
9,12,49
7,9,88
4,18,78
12,22,72
2,6,57
2,9,34
12,17,100
5,17,76
9,14,46
4,21,36
11,23,47
5,19,94
12,13,45
22,24,64
2,3,94
7,14,43
2,5,61
12,15,73
17,21,72
2,3,77
8,12,49
8,21,60
11,16,86
4,21,96
9,20,63
3,13,51
10,21,61
11,19,51
7,11,49
2,23,39
6,18,41
9,18,65
5,8,36
14,23,95
2,13,40
4,8,41
18,22,80
10,20,77
12,22,55
14,17,36
1,15,30
6,16,56
12,15,85
2,18,61
10,14,37
4,7,87
15,16,76
14,24,62
7,10,67
6,10,67
19,24,74
1,4,75
6,11,43
7,19,86
9,24,43
1,21,59
2,19,46
10,20,49
3,19,30
2,12,95
1,13,66
3,4,62
8,10,67
15,24,53
