3,19,79
13,20,33
4,19,93
1,17,77
11,19,41
10,16,65
10,18,67
16,20,74
3,4,98
10,24,70
6,7,71
11,18,96
4,22,34
10,19,76
5,19,37
17,21,73
6,9,87
11,14,32
12,22,67
3,14,51
11,14,76
13,22,72
12,15,34
3,7,93
2,8,97
14,19,42
21,22,35
12,22,100
17,21,60
9,21,83
7,11,95
1,14,91
9,19,98
13,19,51
14,19,80
3,20,93
12,17,92
11,14,88
20,23,32
6,15,94
1,16,74
5,7,70
5,6,82
7,20,66
1,17,91
2,6,39
3,24,76
13,19,72
15,24,66
10,12,47
5,11,99
4,13,95
1,10,76
15,24,37
4,7,66
21,23,64
2,15,34
8,16,57
5,24,87
13,20,85
17,22,38
5,19,59
17,21,86
2,12,47
1,11,71
17,19,32
18,20,78
9,16,88
1,17,79
16,20,54
15,19,64
9,10,50
7,12,48
1,20,84
6,7,71
12,19,68
8,13,100
7,22,84
14,23,71
1,6,86
4,11,68
2,19,35
1,11,63
4,18,90
16,23,58
3,4,46
21,24,68
2,16,56
7,13,83
5,22,84
10,21,54
16,18,98
4,20,55
4,14,43
1,24,36
3,10,52
12,24,98
17,21,75
10,17,44
8,11,53
