18,24,51
15,19,37
2,17,56
10,22,45
1,12,75
2,20,85
3,9,60
10,18,74
15,21,49
15,20,63
7,21,52
13,19,88
4,14,82
20,21,40
22,23,34
2,3,67
5,11,82
4,13,89
3,18,81
13,15,93
5,20,41
2,22,44
3,4,92
16,23,62
19,20,43
8,11,81
1,7,92
6,17,86
2,13,89
19,21,68
4,13,44
16,23,67
16,24,89
13,18,45
17,20,80
1,6,91
19,23,63
1,22,62
4,17,96
7,19,74
20,22,87
9,10,58
4,14,52
2,15,56
2,22,81
4,13,43
6,21,64
6,11,38
6,19,39
9,23,97
7,8,74
1,5,61
1,11,80
6,12,67
21,22,76
8,18,85
17,21,73
5,9,65
4,19,64
16,19,37
13,19,95
6,10,60
16,20,60
6,19,32
7,13,66
6,19,98
7,10,49
11,18,82
2,6,38
12,17,84
2,15,84
7,22,68
4,10,42
9,17,96
3,21,44
19,22,31
1,19,72
3,9,73
10,12,63
4,19,72
2,17,81
3,11,58
19,23,72
4,20,60
3,24,38
10,22,54
1,3,68
1,23,39
4,24,35
3,20,50
11,18,78
11,20,62
15,20,65
8,23,34
9,11,35
8,15,53
15,22,53
7,8,99
6,7,83
9,18,75
