16,23,45
5,6,93
4,17,51
1,19,47
1,18,93
9,13,38
15,16,77
5,15,53
5,16,53
1,13,88
6,10,69
15,24,75
1,8,90
3,6,72
14,23,53
1,5,45
7,13,74
14,23,48
17,18,99
7,24,41
15,16,86
9,10,95
13,17,63
5,6,73
2,9,59
11,18,98
12,19,76
6,11,84
5,15,59
1,17,40
5,23,65
5,21,90
4,17,78
17,22,61
10,22,65
6,19,41
10,12,79
9,19,44
21,22,78
13,14,38
12,13,72
16,20,84
1,4,71
9,11,78
20,23,60
8,16,49
1,19,99
8,24,98
3,21,81
6,23,81
2,7,75
2,15,36
14,15,67
4,9,90
7,22,44
8,13,88
1,7,44
16,19,63
7,11,51
21,22,54
9,11,95
16,18,32
4,5,81
2,12,56
2,21,71
1,18,53
3,14,91
15,24,90
13,16,68
18,21,33
1,24,67
1,21,88
20,24,70
8,12,45
13,21,52
4,24,34
2,12,56
7,18,48
6,16,48
17,22,63
2,24,36
3,15,34
2,21,87
19,23,34
12,21,51
3,15,85
10,23,62
3,19,94
7,9,69
18,23,60
9,14,58
2,20,34
10,13,80
3,9,81
1,24,82
3,18,78
8,14,48
10,24,30
7,11,54
3,18,93
