6,19,92
19,22,89
12,14,38
9,14,59
8,18,38
11,21,70
1,3,97
13,19,48
18,19,100
1,4,54
14,21,44
13,15,77
23,24,99
3,21,74
17,23,34
10,17,56
2,9,41
4,13,46
13,14,33
14,16,94
2,8,86
7,14,56
3,19,89
17,24,83
5,8,74
15,21,57
4,10,55
16,19,36
3,10,54
12,24,68
1,10,62
10,17,75
9,10,66
5,23,87
3,17,36
13,22,62
2,20,71
7,20,43
1,5,73
3,10,33
7,18,70
15,16,89
2,18,65
12,17,61
11,17,40
1,11,32
7,19,83
20,23,86
2,11,50
12,20,38
10,16,56
9,17,88
7,22,89
9,10,77
6,19,98
1,23,96
4,19,38
8,23,76
10,14,64
18,20,34
20,24,93
2,5,65
10,22,84
9,20,34
7,15,48
5,18,76
7,16,39
11,12,75
19,23,57
2,4,84
13,24,76
9,17,57
17,21,51
2,7,54
4,19,95
1,16,62
7,24,61
13,16,62
4,17,97
3,21,45
5,11,92
7,10,31
12,18,54
8,9,84
6,7,54
17,19,73
20,21,62
10,13,30
2,16,72
9,24,72
6,7,76
22,23,54
4,18,65
11,21,79
8,16,93
3,12,33
11,17,36
1,15,76
3,9,84
1,14,100
