2,12,68
3,14,58
4,8,37
8,14,81
8,14,73
4,10,85
3,13,70
10,14,87
7,12,70
7,12,97
11,13,91
5,6,66
8,11,86
4,10,63
9,11,88
3,14,52
7,12,99
12,13,49
5,7,35
4,8,83
2,8,89
3,8,95
1,12,53
3,13,87
3,9,68
3,10,62
8,13,88
5,8,97
5,7,35
8,9,80
1,12,46
6,8,58
3,10,49
3,9,89
5,12,100
9,12,76
2,8,79
6,13,96
10,12,78
2,8,70
3,6,57
4,14,75
9,14,55
4,14,58
3,4,56
5,8,63
5,12,65
4,6,94
1,3,44
7,8,54
5,6,70
3,13,64
1,7,48
3,11,71
2,11,92
2,8,34
8,13,61
3,14,35
1,6,69
3,13,68
8,9,84
2,5,46
10,13,71
3,8,62
3,9,91
2,8,76
7,14,55
1,8,54
11,13,48
2,4,97
3,5,51
6,14,41
1,14,55
5,6,82
7,10,80
10,14,79
7,11,30
7,13,56
4,6,94
2,11,52
5,7,72
2,9,51
9,10,38
6,12,57
8,13,88
8,11,99
4,11,91
3,7,35
6,14,53
12,14,46
8,9,52
8,14,99
7,9,68
5,14,83
7,13,89
4,14,41
9,12,94
1,8,37
12,13,82
1,10,81
