10,11,55
6,22,74
6,16,90
4,17,38
17,19,42
11,15,97
2,8,99
2,3,47
1,5,50
17,23,89
5,21,86
6,18,56
9,12,55
3,10,49
1,8,48
10,21,100
7,11,33
3,14,78
3,13,65
11,18,38
12,21,62
8,18,81
8,14,98
6,14,67
8,22,96
12,16,100
4,20,63
13,20,55
1,22,36
7,15,89
6,12,59
17,21,83
6,20,69
18,24,63
6,13,48
4,5,39
16,17,35
7,21,90
6,18,53
8,21,77
4,7,37
4,9,71
3,16,38
9,14,47
14,24,59
15,20,80
10,17,91
21,23,87
21,22,46
11,15,54
13,20,98
5,16,51
13,19,40
1,14,82
5,17,50
5,18,53
2,15,30
21,23,70
6,16,61
6,14,41
13,20,79
6,21,68
9,13,48
10,19,57
1,11,47
6,13,71
19,23,33
9,18,72
18,21,32
18,22,91
12,23,54
8,17,37
14,21,72
1,4,74
12,21,85
2,8,82
1,15,86
3,10,76
7,15,94
1,4,73
15,21,82
7,15,80
2,21,78
4,6,95
1,17,98
3,15,53
7,13,36
7,12,87
5,16,78
6,23,42
5,10,64
9,11,96
22,23,39
12,13,76
5,19,43
9,12,74
5,24,74
5,22,61
6,19,76
12,20,61
