1,14,57
7,14,51
6,8,50
4,5,48
9,10,62
1,5,100
1,10,57
11,13,96
4,5,41
5,8,95
10,12,83
3,9,90
6,12,72
7,11,37
2,10,62
5,10,76
4,10,34
6,7,31
5,9,50
5,7,96
3,5,66
9,13,92
11,12,56
8,12,92
12,13,67
5,7,93
1,12,37
6,11,45
2,7,79
9,11,55
11,12,30
1,11,57
3,5,52
8,11,57
4,9,42
4,13,44
1,4,72
5,12,72
5,12,42
7,12,96
1,8,33
8,10,44
2,7,66
5,8,83
10,14,40
12,14,96
12,13,59
3,6,34
7,13,77
2,8,49
9,12,85
6,11,98
1,11,78
5,12,65
11,14,37
9,10,50
7,13,68
7,8,30
2,12,50
1,5,71
4,11,42
1,12,42
2,4,78
4,7,70
6,12,69
12,13,98
3,4,74
5,8,53
10,14,66
2,5,91
8,10,100
1,11,89
9,14,54
5,7,83
12,13,96
7,13,77
7,10,64
1,2,50
2,8,72
2,13,53
1,9,98
7,11,61
8,13,98
3,10,78
1,14,80
6,12,97
8,14,96
6,13,89
1,14,41
3,13,88
6,13,62
5,6,51
12,14,67
2,14,89
9,12,68
3,13,48
1,14,55
1,9,43
7,12,54
3,12,43
