4,20,32
1,9,99
2,5,67
13,24,94
11,23,57
13,20,92
10,12,48
14,21,94
1,11,93
6,13,58
4,7,74
7,17,70
16,20,93
4,16,45
9,19,30
1,9,92
2,22,46
14,24,47
3,12,75
14,23,51
5,13,88
11,12,92
1,16,97
12,17,57
7,22,86
18,24,41
4,18,74
5,23,79
2,11,36
20,21,67
6,21,93
2,3,48
11,24,46
7,24,89
5,10,65
12,22,40
14,24,46
4,9,76
8,16,69
6,22,50
2,23,74
9,19,80
18,22,49
2,9,59
17,18,55
8,20,85
6,19,39
2,22,94
4,7,50
7,8,65
8,16,85
5,17,78
13,17,40
16,20,79
12,17,39
6,14,97
9,20,92
10,16,66
2,15,78
7,21,99
4,24,38
9,13,83
18,24,88
6,19,85
1,11,43
18,20,60
18,19,31
5,18,53
4,10,39
13,21,61
8,10,70
8,24,86
11,16,59
2,5,67
16,17,95
18,24,93
2,6,68
15,18,93
17,20,33
1,5,87
8,13,53
10,19,46
6,8,88
10,19,54
13,14,41
9,12,31
10,14,97
4,15,78
15,16,91
6,19,96
10,14,78
14,24,95
4,13,48
6,12,92
8,21,95
6,24,51
2,4,35
12,20,84
1,11,36
6,20,81
