10,16,87
11,20,75
15,22,93
5,24,74
11,23,59
8,13,75
5,20,64
6,21,36
11,16,75
3,21,97
21,22,63
20,24,72
4,18,71
5,13,45
23,24,77
13,21,41
13,23,84
10,14,45
14,17,42
7,8,81
14,23,48
2,14,41
8,10,74
11,24,47
4,7,48
8,15,89
6,7,58
14,15,37
11,12,43
21,23,55
18,22,92
9,13,72
1,24,48
6,16,55
3,8,93
22,24,93
8,12,61
16,21,49
10,18,69
7,13,42
2,6,91
20,22,46
10,11,41
2,23,31
6,11,52
16,20,69
8,17,88
8,19,87
6,24,31
3,9,56
4,7,64
4,17,63
8,15,32
8,23,73
6,16,71
17,19,51
4,23,60
10,19,39
4,18,51
4,9,84
5,18,32
14,16,49
8,17,100
9,16,61
3,22,40
2,8,92
10,17,32
21,22,38
2,8,47
3,10,83
1,4,93
15,16,45
7,17,77
7,14,88
17,20,97
6,17,92
8,19,57
11,19,96
1,23,61
8,9,41
7,19,51
15,21,78
9,23,96
2,12,97
9,21,72
3,4,97
6,12,58
8,15,32
16,18,50
10,21,32
13,21,91
2,14,60
8,13,36
17,18,39
2,10,47
10,15,45
1,24,91
6,15,84
11,23,54
2,7,57
