10,17,34
5,24,78
14,17,33
8,16,35
5,16,67
18,23,36
16,18,88
8,20,88
10,11,81
9,16,40
3,16,76
4,22,66
7,14,99
3,22,76
15,18,86
3,12,62
3,21,60
3,6,88
3,21,35
6,22,39
4,24,42
17,24,57
6,20,89
3,10,87
17,19,34
21,22,58
6,23,67
2,10,59
4,10,76
6,14,74
9,18,50
4,11,60
9,20,31
11,23,99
3,20,41
2,12,37
4,20,56
5,7,44
6,19,64
8,9,54
2,3,97
4,11,95
14,15,33
1,10,82
18,20,49
12,16,60
7,19,68
9,13,96
3,24,59
7,11,99
19,24,51
8,19,79
8,12,77
3,22,68
7,19,79
10,12,77
11,14,42
6,11,39
5,21,100
21,24,42
1,12,32
16,21,69
17,22,92
13,23,77
2,7,43
4,11,56
5,12,62
11,14,99
2,17,41
12,14,90
2,9,75
10,20,56
7,21,43
13,19,60
11,24,64
17,19,38
16,22,71
5,12,46
11,19,57
3,13,71
1,10,47
12,20,50
7,23,73
7,17,48
17,19,88
9,22,99
9,24,81
15,22,54
14,16,71
9,13,37
3,9,94
4,5,92
16,21,88
1,9,48
7,20,72
3,5,31
21,22,60
11,23,52
7,23,41
7,15,42
