10,21,96
2,12,76
2,15,45
1,23,94
12,17,56
8,22,32
14,24,46
2,9,94
4,9,91
1,16,71
10,21,69
4,15,30
11,22,39
2,15,45
8,13,88
1,14,57
2,7,52
7,14,48
11,23,51
9,19,60
3,15,43
9,24,70
11,19,76
5,6,78
14,16,55
3,8,97
4,5,47
9,18,83
15,24,57
14,19,89
9,16,56
1,2,80
18,24,54
13,22,92
6,12,83
16,18,60
11,13,58
4,5,56
3,5,61
15,22,57
5,10,35
5,9,61
6,12,73
13,14,51
3,4,58
11,16,37
10,17,63
14,20,50
5,24,31
2,10,92
15,22,44
11,23,78
9,12,40
12,19,99
12,23,65
8,22,93
14,15,81
11,12,65
8,16,73
11,16,54
19,22,67
10,13,86
14,20,49
3,11,50
12,22,54
3,20,92
6,16,36
13,22,44
6,12,51
1,14,54
3,14,81
1,13,92
10,16,33
4,8,35
6,17,31
3,6,43
16,21,31
5,14,63
3,15,47
13,23,95
1,8,80
1,12,64
8,15,35
18,21,67
9,20,77
9,19,73
10,17,59
17,24,37
3,19,87
16,21,47
1,15,66
14,18,87
1,10,66
6,16,51
9,18,91
3,13,34
13,23,81
3,17,93
3,7,62
9,23,63
