3,8,86
7,13,87
2,10,42
11,13,79
1,3,76
8,12,100
2,7,57
2,13,81
4,9,35
5,13,35
5,14,67
11,14,57
4,12,56
6,8,99
6,8,80
6,8,54
3,13,47
7,8,83
3,6,92
3,13,54
7,13,35
5,6,69
6,7,59
4,5,45
2,8,63
4,14,65
4,11,72
1,14,50
4,11,68
4,12,66
1,5,63
1,10,71
3,7,57
13,14,95
6,8,78
7,13,50
3,4,98
5,8,31
1,4,45
8,13,88
2,11,85
6,11,51
6,9,91
2,4,95
7,13,83
3,9,61
2,11,68
7,9,92
3,8,99
5,6,72
4,8,71
8,11,92
5,9,86
10,13,66
1,14,69
10,12,75
3,4,53
11,12,53
1,7,40
5,10,81
1,3,56
1,14,73
9,11,30
6,10,39
8,14,98
7,8,81
1,14,94
6,12,81
4,11,65
10,14,75
9,14,64
7,9,59
6,10,49
2,13,92
7,9,94
7,11,62
7,14,59
3,14,69
1,7,86
7,8,34
4,5,63
9,10,84
2,12,80
11,14,78
10,12,85
3,8,62
7,14,46
7,13,96
5,14,74
1,14,82
1,6,89
9,12,72
5,13,58
1,9,73
2,12,78
9,11,31
1,8,82
8,13,33
9,14,47
3,12,81
